KOD10;NEV
V6650;Nehéz sz.jármű-vezető sérülése nem mot.járművel ütközésben, közl.bales
V6660;Nehéz sz.jármű-utas sérülése nem mot.járművel ütközésben, közl.baleset
V6670;Nehéz sz.jármű-külső utas sérülése nem mot.járművel ütk.ben, közl.bal.
V6690;Nehéz sz.jármű-k.m.n.utas sérülése nem mot.járművel ütk.ben, közl.bal.
V6700;Nehéz sz.jármű-vezető sér. rögzített objektummal ütk.ben, nem közl.bal
V6710;Nehéz sz.jármű-utas sér. rögzített objektummal ütk.ben, nme közl.bales
V6720;Nehéz sz.jármű-külső utas sér. rögzített objektummal ütk.ben, nem közl
V6730;Nehéz sz.jármű-k.m.n.utas sér. rögzített objektummal ütk.ben, nem közl
V6740;Nehéz sz.jármű-utas sér.rögzített objektummal ütk.ben,fel-leszálláskor
V6750;Nehéz sz.jármű-vezető sér. rögzített objektummal ütközésben, közl.bal.
V6760;Nehéz sz.jármű-utas sér. rögzített objektummal ütközésben, közl.bales.
V6770;Nehéz sz.jármű-külső utas sér. rögzített objektummal ütk.ben, közl.bal
V6790;Nehéz sz.jármű-k.m.n.utas sér. rögzített objektummal ütk.ben, közl.bal
V6800;Nehéz sz.jármű-vezető sér. összeütk.nélküli száll. nem közl.balesetben
V6810;Nehéz sz.jármű-utas sér. összeütk. nélküli száll. nem közl. balesetben
V6820;Nehéz sz.jármű-külső utas sér. összeütk.nélküli száll.nem közl.bal.ben
V6830;Nehéz sz.jármű-k.m.n.utas sér. összeütk.nélküli száll.nem közl.bal.ben
V6840;Nehéz sz.jármű-utas sér. összeütk.nélk. száll.bal.ben,fel-leszálláskor
V6850;Nehéz sz.jármű-vezető sér. összeütk. nélküli száll. közl. balesetben
V6860;Nehéz sz.jármű-utas sérülése összeütk. nélküli száll. közl. balesetben
V6870;Nehéz sz.jármű-külső utas sér. összeütk.nélküli száll.közl. balesetben
V6890;Nehéz sz.jármű-k.m.n.utas sér. összeütk.nélküli száll.közl. balesetben
V6900;Vezető sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében
V6910;Utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében
V6920;Nehéz sz.jármű-k.m.n.utas sér. összeütk.ben mot.jármű nem-közl.bal.ben
V6930;Nehéz sz.jármű-bárm. utas sér. összeütk.ben mot.jármű nem-közl.bal.ben
V6940;Vezető sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében
V6950;Utas sérülése összeütk.ben k.m.n. motoros jármű közl. balesetében
V6960;Nehéz száll.jármű k.m.n.utas sér. összeütk.ben mot.jármű közl.bal.ében
V6980;Nehéz száll.jármű bármely utasának sér. egyéb megj. száll. balesetben
V6990;Nehéz száll.jármű bármely utasának sérülése k.m.n. közl. balesetben
V7000;Autóbusz-vezető sérülése gyalogossal-állattal ütk.ben, nem közl.bales.
V7010;Autóbusz-utas sérülése gyalogossal-állattal ütközésben, nem közl.bales
V7020;Autóbusz-külső utas sérülése gyalogossal-állattal ütk.ben, nem közl.b.
V7030;Autóbusz-k.m.n.utas sérülése gyalogossal-állattal ütk.ben, nem közl.b.
V7040;Autóbusz-utas sérülése gyalogossal-állattal ütk.ben, fel-leszálláskor
V7050;Autóbusz-vezető sérülése gyalogossal-állattal ütközésben, közl.baleset
V7060;Autóbusz-utas sérülése gyalogossal-állattal ütközésben, közl. baleset
V7070;Autóbusz-külső utas sérülése gyalogossal-állattal ütk.ben, közl.bales.
V7090;Autóbusz-k.m.n. utas sérülése gyalogossal-állattal ütk.ben, közl.bales
V7100;Autóbusz-vezető sérülése kerékpárral ütközésben, nem közl. baleset
V7110;Autóbusz-utas sérülése kerékpárral ütközésben, nem közl. baleset
V7120;Autóbusz-külső utas sérülése kerékpárral ütközésben, nem közl. baleset
V7130;Autóbusz-k.m.n. utas sérülése kerékpárral ütközésben, nem közl.baleset
V7140;Autóbusz-utas sérülése kerékpárral ütközésben, fel-leszálláskor
V7150;Autóbusz-vezető sérülése kerékpárral ütközésben, közl. baleset
V7160;Autóbusz-utas sérülése kerékpárral ütközésben, közl. baleset
V7170;Autóbusz-külső utas sérülése kerékpárral ütközésben, közl. baleset
V7190;Autóbusz-k.m.n. utas sérülése kerékpárral ütközésben, közl. baleset
V7200;Autóbusz-vezető sérülése 2-3 k.mot.járművel ütközésben, nem közl.bales
V7210;Autóbusz-utas sérülése 2-3 k.mot.járművel ütközésben, nem közl.baleset
V7220;Autóbusz-külső utas sérülése 2-3 k.mot.járművel ütk.ben, nem közl.bal.
V7230;Autóbusz-k.m.n.utas sérülése 2-3 k.mot.járművel ütk.ben, nem közl.bal.
V7240;Autóbusz-utas sérülése 2-3 k.mot.járművel ütközésben, fel-leszálláskor
V7250;Autóbusz-vezető sérülése 2-3 k.mot.járművel ütközésben, közl. baleset
V7260;Autóbusz-utas sérülése 2-3 k. mot. járművel ütközésben, közl. baleset
V7270;Autóbusz-külső utas sérülése 2-3 k.mot.járművel ütközésben, közl.bales
V7290;Autóbusz-k.m.n.utas sérülése 2-3 k.mot.járművel ütközésben, közl.bales
V7300;Autóbusz-vezető sérülése autóval-teherautóval ütk.ben, nem közl.bales.
V7310;Autóbusz-utas sérülése autóval-teherautóval ütközésben, nem közl.bales
V7320;Autóbusz-külső utas sérülése autóval-teherautóval ütk.ben, nem közl.b.
V7330;Autóbusz-k.m.n.utas sérülése autóval-teherautóval ütk.ben, nem közl.b.
V7340;Autóbusz-utas sérülése autóval-teherautóval ütk.ben, fel-leszálláskor
V7350;Autóbusz-vezető sérülése autóval-teherautóval ütközésben, közl.baleset
V7360;Autóbusz-utas sérülése autóval-teherautóval ütközésben, közl. baleset
V7370;Autóbusz-külső utas sérülése autóval-teherautóval ütk.ben, közl.bales.
V7390;Autóbusz-k.m.n.utas sérülése autóval-teherautóval ütk.ben, közl.bales.
V7400;Autóbusz-vezető sérülése nehézjárművel-busszal ütk.ben, nem közl.bales
V7410;Autóbusz-utas sérülése nehézjárművel-busszal ütközésben, nem közl.bal.
V7420;Autóbusz-külső utas sérülése nehézjárművel-busszal ütk.ben, nem közl.b
V7430;Autóbusz-k.m.n.utas sérülése nehézjárművel-busszal ütk.ben, nem közl.b
V7440;Autóbusz-utas sérülése nehézjárművel-busszal ütk.ben, fel-leszálláskor
V7450;Autóbusz-vezető sérülése nehézjárművel-busszal ütközésben, közl.bales.
V7460;Autóbusz-utas sérülése nehézjárművel-busszal ütközésben, közl. baleset
V7470;Autóbusz-külső utas sérülése nehézjárművel-busszal ütk.ben, közl.bales
V7490;Autóbusz-k.m.n.utas sérülése nehézjárművel-busszal ütk.ben, közl.bales
V7500;Autóbusz-vezető sérülése személy-tehervonattal ütk.ben, nem közl.bales
V7510;Autóbusz-utas sérülése személy-tehervonattal ütközésben, nem közl.bal.
V7520;Autóbusz-külső utas sérülése személy-tehervonattal ütk.ben,nem közl.b.
V7530;Autóbusz-k.m.n.utas sérülése személy-tehervonattal ütk.ben,nem közl.b.
V7540;Autóbusz-utas sérülése személy-tehervonattal ütk.ben, fel-leszálláskor
V7550;Autóbusz-vezető sérülése személy-tehervonattal ütközésben, közl.bales.
V7560;Autóbusz-utas sérülése személy-tehervonattal ütközésben, közl. baleset
V7570;Autóbusz-külső utas sérülése személy-tehervonattal ütk.ben, közl.bales
V7590;Autóbusz-k.m.n.utas sérülése személy-tehervonattal ütk.ben, közl.bales
V7600;Autóbusz-vezető sérülése nem mot.járművel ütközésben, nem közl.baleset
V7610;Autóbusz-utas sérülése nem mot. járművel ütközésben, nem közl. baleset
V7620;Autóbusz-külső utas sérülése nem mot.járművel ütk.ben, nem közl.bales.
V7630;Autóbusz-k.m.n.utas sérülése nem mot.járművel ütk.ben, nem közl.bales.
V7640;Autóbusz-utas sérülése nem mot. járművel ütközésben, fel-leszálláskor
V7650;Autóbusz-vezető sérülése nem motoros járművel ütközésben, közl.baleset
V7660;Autóbusz-utas sérülése nem motoros járművel ütközésben, közl. baleset
V7670;Autóbusz-külső utas sérülése nem mot.járművel ütközésben, közl.baleset
V7690;Autóbusz-k.m.n.utas sérülése nem mot.járművel ütközésben, közl.baleset
V7700;Autóbusz-vezető sérülése rögzített objektummal ütk.ben, nem közl.bales
V7710;Autóbusz-utas sérülése rögzített objektummal ütk.ben, nem közl.baleset
V7720;Autóbusz-külső utas sér. rögzített objektummal ütk.ben, nem közl.bales
V7730;Autóbusz-k.m.n.utas sér. rögzített objektummal ütk.ben, nem közl.bales
V7740;Autóbusz-utas sérülése rögzített objektummal ütk.ben, fel-leszálláskor
V7750;Autóbusz-vezető sérülése rögzített objektummal ütközésben, közl.bales.
V7760;Autóbusz-utas sérülése rögzített objektummal ütközésben, közl. baleset
V7770;Autóbusz-külső utas sérülése rögzített objektummal ütk.ben, közl.bales
V7790;Autóbusz-k.m.n.utas sérülése rögzített objektummal ütk.ben, közl.bales
V7800;Autóbusz-vezető sérülése ütközés nélküli száll. nem közl. balesetben
V7810;Autóbusz-utas sérülése ütközés nélküli szállit. nem közl. balesetben
V7820;Autóbusz-külső utas sérülése ütközés nélküli száll.nem közl.balesetben
V7830;Autóbusz-k.m.n.utas sérülése ütközés nélküli száll.nem közl.balesetben
V7840;Autóbusz-utas sérülése ütközés nélküli száll.bal.ben, fel-leszálláskor
V7850;Autóbusz-vezető sérülése összeütközés nélküli száll. közl. balesetben
V7860;Autóbusz-utas sérülése összeütközés nélküli szállit. közl. balesetben
V7870;Autóbusz-külső utas sérülése ütközés nélküli száll. közl. balesetben
V7890;Autóbusz-k.m.n. utas sérülése ütközés nélküli száll. közl. balesetben
V7900;Vezető sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében
V7910;Utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl. balesetében
V7920;Autóbusz utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben
V7930;Autóbusz utas sérülése összeütk.ben k.m.n. mot.jármű nem-közl.bal.ben
V7940;Vezető sérülése összeütk.ben k.m.n. mot.jármű közlekedési balesetében
V7950;Utas sérülése összeütk.ben k.m.n. mot.jármű közlekedési balesetében
V7960;Autóbusz utasának sérülése összeütk.ben k.m.n. mot.jármű közl.bal.ben
V7980;Autóbusz bármely utasának sérülése egyéb megjelölt száll. balesetben
V7990;Autóbusz bármely utasának sérülése k.m.n. közlekedési balesetben
V8000;Lovagló személy, utas sérülése esés-lelökés miatt, nem ütk. bal.ben
V8010;Lovagló személy, utas sérülése, gyalogossal vagy állattal ütközésben
V8020;Lovagló személy, utas sérülése, kerékpárral ütközésben
V8030;Lovagló személy, utas sérülése 2-3kerekű motoros járművel ütközésben
V8040;Lovagló személy, utas sérülése t.autóval-száll.járművel-busszal üt.ben
V8050;Lovagló személy vagy utas sérülése egyéb megj.mot.járművel ütközésben
V8060;Lovagló személy vagy utas sérülése személy-tehervonattal ütközésben
V8070;Lovagló személy vagy utas sérülése egyéb nem mot.járművel ütközésben
V8080;Lovagló személy vagy utas sérülése rögzített objektummal ütközésben
V8090;Lovagló személy vagy utas sérülése k.m.n. szállítási balesetben
V8100;Vonat utasának sérülése összeütk.ben, mot.jármű nem közl.bal.ben
V8110;Vonat utasának sérülése összeütk.ben, mot.járművel való közl.bal.ben
V8120;Vonat utasának sérülése összeütközésben, gördülő állománnyal
V8130;Vonat utasának sérülése összeütközésben, más objektummal
V8140;Személy sérülése vasúti szerelvényre fel-, arról leszállás közben
V8150;Vonat utasának sérülése, esés vasúti szerelvényben
V8160;Vonat utasának sérülése, esés vasúti szerelvényről
V8170;Vonat utasának sérülése kisiklás miatt, megelőző összeütközés nélkül
V8180;Vonat utasának sérülése egyéb megjelölt vasúti balesetben
V8190;Vonat utasának sérülése k.m.n. vasúti balesetben
V8200;Villamos utasának sérülése összeütk.ben, mot.jármű nem-közl. bal.ben
V8210;Villamos utasának sérülése összeütk.ben, mot.jármű közl. balesetében
V8220;Villamos utasának sérülése összeütközésben, gördülő állomány által
V8230;Villamos utasának sérülése összeütközésben, más objektummal
V8240;Személy sérülése villamosra felszállás vagy arról leszállás közben
V8250;Villamos utasának sérülése, esése villamosban
V8260;Villamos utasának sérülése, esés villamosból
V8270;Villamos utasának sérülése kisiklás miatt, megelőző összeütk. nélkül
V8280;Villamos utasának sérülése egyéb megjelölt szállítási balesetben
V8290;Villamos utasának sérülése k.m.n. közlekedési balesetben
V8300;Speciális ipari jármű vezetőjének sérülése közlekedési balesetben
V8310;Speciális ipari jármű utasának sérülése közlekedési balesetben
V8320;Speciális ipari járműn kívül utazó személy sérülése közl. balesetben
V8330;Speciális ipari jármű k.m.n. utasának sérülése közlekedési balesetben
V8340;Személy sérülése speciális ipari járműre fel-, arról leszállás során
V8350;Speciális ipari jármű vezetőjének sérülése nem-közlekedési balesetben
V8360;Speciális ipari jármű utasának sérülése nem-közlekedési balesetben
V8370;Speciális ipari járművön kívül utazó személy sérülése nem-közl.bal.ben
V8390;Speciális ipari jármű k.m.n. utasának sérülése nem-közl. balesetben
V8400;Speciális mezőgazdasági jármű vezetőjének sérülése közl. balesetben
V8410;Speciális mezőgazdasági jármű utasának sérülése közlekedési balesetben
V8420;Speciális mezőg.járművön kívül utazó személy sérülése közl. balesetben
V8430;Speciális mezőg.jármű k.m.n. utasának sérülése közlekedési balesetben
V8440;Személy sérülése speciális mezőg.járműre fel-, arról leszállás során
V8450;Speciális mezőg.jármű vezetőjének sérülése nem-közlekedési balesetben
V8460;Speciális mezőg.jármű utasának sérülése nem-közlekedési balesetben
V8470;Speciális mezőg.járművön kívül utazó személy sérülése nem-közl.bal.ben
V8490;Speciális mezőg.jármű k.m.n. utasának sérülése nem-közl. balesetben
V8500;Speciális építőjármű vezetőjének sérülése közlekedési balesetben
V8510;Speciális építőjármű utasának sérülése közlekedési balesetben
V8520;Speciális építőjárművön kívül utazó személy sérülése közl. balesetben
V8530;Speciális építőjármű k.m.n. utasának sérülése közlekedési balesetben
V8540;Személy sérülése speciális építőjárműre fel-, arról leszállás során
V8550;Speciális építőjármű vezetőjének sérülése nem-közlekedési balesetben
V8560;Speciális építőjármű utasának sérülése nem-közlekedési balesetben
V8570;Speciális építőjárművön kívül utazó személy sérülése nem-közl.bal.ben
V8590;Speciális építőjármű k.m.n. utasának sérülése nem-közl. balesetben
V8600;Terepjáró-nem közúti mot.jármű vezetőjének sérülése közl. balesetben
V8610;Terepjáró-nem közúti mot.jármű utasának sérülése közl.balesetben
V8620;Terepjáró-nem közúti mot.járművön kívül utazó sérülése közl.bal.ben
V8630;Terepjáró-nem közúti mot.jármű utasának sérülése közl. balesetben
V8640;Személy sérülése terepjáró-nem mot.járműre fel-, arról leszállás során
V8650;Terepjáró-nem közúti mot.jármű vezetőjének sérülése nem-közl. bal.ben
V8660;Terepjáró-nem közúti mot.jármű utasának sérülése nem-közl. balesetben
V8670;Terepjáró-nem közúti mot.járművön kívül utazó sérülése nemközl.bal.ben
V8690;Terepjáró-nem közúti mot.jármű utasának sérülése nem-közl. balesetben
V8700;Személy sérülése összeütk.ben, autó és háromkerekű mot.jármű között
V8710;Személy sérülése összeütk.ben, mot.jármű és 2-3kerekű mot.jármű között
V8720;Személy sérülése összeütk.ben, autó és teherautó között
V8730;Személy sérülése összeütk.ben, autó és autóbusz között
V8740;Személy sérülése összeütk.ben, autó és nehéz szállítójármű között
V8750;Személy sérülése összeütk.ben, nehéz szállítójármű és autóbusz között
V8760;Személy sérülése összeütk.ben, személy- és tehervonat és autó között
V8770;Személy sérülése összeütk.ben, egyéb megj. mot.szállítójárművek között
V8780;Személy sérülése mot.jármű egyéb megjelölt szállítási balesetében
V8790;Személy sérülése összeütk.ben, nem mot.jármű egyéb megj.száll. bal.ben
V8800;Személy sér. ütk.ben, autó és 2-3kerekű mot.jármű között, nem k.b.eset
V8810;Személy sér. ütk.ben, mot.jármű és 2-3k.mot.jármű között, nem k.b.eset
